team,season,game_index,date,home_away,versus,goals,goals_against,win_loss,overtime,cum_wins,cum_losses,cum_overtime_losses,streak,shots,penalty_in_minutes_against,power_play_goals,power_play_opportunities,short_handed_goals,shots_against,penalty_in_minutes_in_favor,power_play_goals_against,power_play_opportunities_against,short_handed_goals_against,attendance,game_length
NJD,2016.0,55,2016-02-09,H,EDM,2,1,W,NA,27,21,7,W 1,26,11,2,5,0,20,15,0,3,0,16514.0,144.0
NJD,2016.0,56,2016-02-13,A,PHI,2,1,W,OT,28,21,7,W 2,24,10,2,2,0,32,8,1,4,0,19775.0,151.0
NJD,2016.0,57,2016-02-14,H,LAK,1,0,W,NA,29,21,7,W 3,18,2,1,3,0,28,6,0,1,0,16514.0,144.0
NJD,2016.0,58,2016-02-16,H,PHI,3,6,L,NA,29,22,7,L 1,24,22,1,7,0,26,24,2,4,0,15482.0,159.0
NJD,2016.0,59,2016-02-19,H,NYI,0,1,L,NA,29,23,7,L 2,27,21,0,1,0,24,2,0,4,0,16514.0,137.0
NJD,2016.0,60,2016-02-20,A,WSH,3,4,L,NA,29,24,7,L 3,24,4,0,1,0,32,2,0,3,0,18506.0,146.0
NJD,2016.0,61,2016-02-23,H,NYR,5,2,W,NA,30,24,7,W 1,36,9,1,3,0,19,23,0,0,0,16514.0,152.0
NJD,2016.0,62,2016-02-25,A,CBJ,1,6,L,NA,30,25,7,L 1,26,9,0,4,0,24,13,1,2,0,12590.0,143.0
NJD,2016.0,63,2016-02-26,H,TBL,0,4,L,NA,30,26,7,L 2,21,24,0,1,0,36,4,0,6,0,15968.0,153.0
NJD,2016.0,64,2016-03-01,H,CAR,1,3,L,NA,30,27,7,L 3,30,4,0,2,0,19,6,1,2,0,14251.0,146.0
NJD,2016.0,65,2016-03-03,A,NSH,5,4,W,OT,31,27,7,W 1,33,4,3,3,0,34,6,2,2,0,17113.0,170.0
NJD,2016.0,66,2016-03-04,A,DAL,2,4,L,NA,31,28,7,L 1,20,11,0,3,0,25,11,0,3,1,18117.0,151.0
NJD,2016.0,67,2016-03-06,H,PIT,1,6,L,NA,31,29,7,L 2,18,12,0,3,0,30,10,1,4,0,15856.0,147.0
NJD,2016.0,68,2016-03-10,A,SJS,3,0,W,NA,32,29,7,W 1,16,6,0,1,0,30,2,0,3,0,16234.0,142.0
NJD,2016.0,69,2016-03-12,A,LAK,2,1,W,OT,33,29,7,W 2,24,10,0,1,0,23,2,0,5,0,18412.0,150.0
NJD,2016.0,70,2016-03-14,A,ANA,1,7,L,NA,33,30,7,L 1,25,6,0,3,0,27,6,1,3,0,15423.0,153.0
NJD,2016.0,71,2016-03-17,H,MIN,7,4,W,NA,34,30,7,W 1,25,6,0,1,0,32,2,2,3,0,15114.0,152.0
NJD,2016.0,72,2016-03-19,A,CBJ,3,6,L,NA,34,31,7,L 1,30,8,2,4,0,34,8,1,4,0,14447.0,156.0
NJD,2016.0,73,2016-03-20,H,CBJ,2,1,W,NA,35,31,7,W 1,22,6,0,3,0,28,6,0,3,0,15146.0,146.0
NJD,2016.0,74,2016-03-24,A,PIT,3,0,W,NA,36,31,7,W 2,24,6,1,3,0,39,6,0,3,0,18610.0,141.0
NJD,2016.0,75,2016-03-25,H,WSH,0,1,L,OT,36,31,8,L 1,22,6,0,3,0,26,8,0,2,0,16514.0,147.0
NJD,2016.0,76,2016-03-27,A,CAR,2,3,L,NA,36,32,8,L 2,25,15,0,2,0,23,9,1,5,0,12792.0,143.0
NJD,2016.0,77,2016-03-29,H,BOS,2,1,W,NA,37,32,8,W 1,15,6,2,5,0,40,12,0,2,0,15486.0,147.0
NJD,2016.0,78,2016-03-31,A,FLA,2,3,L,NA,37,33,8,L 1,25,6,1,6,0,40,8,0,4,0,15803.0,154.0
NJD,2016.0,79,2016-04-02,A,TBL,1,3,L,NA,37,34,8,L 2,26,14,1,6,0,36,14,1,7,0,19092.0,155.0
NJD,2016.0,80,2016-04-05,H,BUF,1,3,L,NA,37,35,8,L 3,19,8,1,6,0,18,12,1,4,0,14773.0,144.0
NJD,2016.0,81,2016-04-07,H,TBL,2,4,L,NA,37,36,8,L 4,22,11,0,1,0,22,11,0,2,0,15536.0,144.0
NJD,2016.0,82,2016-04-09,H,TOR,5,1,W,NA,38,36,8,W 1,36,6,0,6,0,20,12,0,3,0,16514.0,139.0
NSH,2016.0,1,2015-10-08,H,CAR,2,1,W,NA,1,0,0,W 1,25,6,1,3,0,26,6,0,3,0,17204.0,145.0
NSH,2016.0,2,2015-10-10,H,EDM,2,0,W,NA,2,0,0,W 2,26,10,0,2,0,31,4,0,5,0,17113.0,152.0
NSH,2016.0,3,2015-10-13,A,NJD,3,1,W,NA,3,0,0,W 3,20,4,1,2,1,23,4,1,2,0,11117.0,147.0
NSH,2016.0,4,2015-10-15,A,NYI,3,4,L,NA,3,1,0,L 1,47,6,0,2,0,28,6,0,2,0,10542.0,152.0
NSH,2016.0,5,2015-10-17,A,OTT,4,3,W,SO,4,1,0,W 1,25,18,2,6,0,41,28,0,2,0,16895.0,170.0
NSH,2016.0,6,2015-10-20,H,TBL,5,4,W,SO,5,1,0,W 2,33,4,0,3,0,29,6,1,2,0,17113.0,163.0
NSH,2016.0,7,2015-10-22,H,ANA,5,1,W,NA,6,1,0,W 3,29,10,1,5,0,28,10,1,5,0,17113.0,148.0
NSH,2016.0,8,2015-10-24,H,PIT,1,2,L,OT,6,1,1,L 1,39,9,0,3,0,25,6,0,3,0,17163.0,149.0
NSH,2016.0,9,2015-10-28,A,SJS,2,1,W,NA,7,1,1,W 1,24,8,0,2,0,21,8,0,2,0,15219.0,144.0
NSH,2016.0,10,2015-10-31,A,LAK,3,4,L,OT,7,1,2,L 1,34,6,2,3,0,29,6,1,3,0,18230.0,149.0
NSH,2016.0,11,2015-11-01,A,ANA,2,4,L,NA,7,2,2,L 2,42,8,1,6,0,28,12,0,2,0,16276.0,152.0
NSH,2016.0,12,2015-11-05,A,MIN,3,2,W,NA,8,2,2,W 1,24,14,0,1,0,29,4,2,6,0,19024.0,160.0
NSH,2016.0,13,2015-11-07,H,STL,0,4,L,NA,8,3,2,L 1,45,8,0,5,0,28,12,2,3,0,17143.0,146.0
NSH,2016.0,14,2015-11-10,H,OTT,7,5,W,NA,9,3,2,W 1,38,6,1,3,0,26,6,2,3,1,16963.0,161.0
NSH,2016.0,15,2015-11-12,H,TOR,1,2,L,SO,9,3,3,L 1,22,6,1,4,0,23,8,0,3,0,17231.0,157.0
NSH,2016.0,16,2015-11-14,H,WPG,7,0,W,NA,10,3,3,W 1,34,72,2,5,0,20,84,0,4,0,17113.0,162.0
NSH,2016.0,17,2015-11-17,H,ANA,3,2,W,NA,11,3,3,W 2,21,17,1,6,0,40,19,0,5,0,17113.0,150.0
NSH,2016.0,18,2015-11-20,A,CBJ,0,4,L,NA,11,4,3,L 1,39,2,0,3,0,18,6,0,1,0,13584.0,144.0
NSH,2016.0,19,2015-11-21,A,MIN,0,4,L,NA,11,5,3,L 2,23,30,0,2,0,27,16,2,4,0,19056.0,153.0
NSH,2016.0,20,2015-11-23,A,NYR,0,3,L,NA,11,6,3,L 3,31,20,0,5,0,19,12,1,4,0,18006.0,149.0
NSH,2016.0,21,2015-11-25,A,BUF,3,2,W,NA,12,6,3,W 1,20,4,0,3,0,32,6,0,2,0,17871.0,144.0
NSH,2016.0,22,2015-11-27,A,PHI,2,3,L,OT,12,6,4,L 1,35,7,0,2,0,36,9,1,2,0,19818.0,161.0
NSH,2016.0,23,2015-11-28,H,BUF,1,4,L,NA,12,7,4,L 2,29,17,1,3,0,24,6,2,4,0,17217.0,156.0
NSH,2016.0,24,2015-12-01,H,ARI,5,2,W,NA,13,7,4,W 1,41,4,1,2,0,15,4,1,2,0,15091.0,148.0
NSH,2016.0,25,2015-12-03,H,FLA,1,2,L,NA,13,8,4,L 1,33,4,0,2,0,16,6,1,1,0,15405.0,146.0
NSH,2016.0,26,2015-12-05,A,DET,4,5,L,OT,13,8,5,L 2,32,12,3,4,0,36,10,2,5,0,20027.0,159.0
NSH,2016.0,27,2015-12-07,A,BOS,3,2,W,NA,14,8,5,W 1,33,18,2,7,0,17,26,1,3,0,17565.0,156.0
NSH,2016.0,28,2015-12-08,A,CHI,1,4,L,NA,14,9,5,L 1,37,6,0,2,0,24,2,1,3,0,21432.0,146.0
NSH,2016.0,29,2015-12-10,H,CHI,5,1,W,NA,15,9,5,W 1,34,16,1,1,1,36,12,0,3,0,17113.0,151.0
NSH,2016.0,30,2015-12-12,H,COL,2,3,L,NA,15,10,5,L 1,36,10,0,5,0,25,12,1,5,0,17113.0,156.0
NSH,2016.0,31,2015-12-15,H,CGY,1,2,L,OT,15,10,6,L 2,22,8,0,2,0,21,4,0,4,0,15431.0,146.0
NSH,2016.0,32,2015-12-17,A,STL,1,2,L,NA,15,11,6,L 3,28,6,1,3,0,33,8,1,2,0,17882.0,146.0
NSH,2016.0,33,2015-12-19,H,MIN,3,2,W,NA,16,11,6,W 1,39,2,1,5,0,22,8,0,1,0,17117.0,146.0
NSH,2016.0,34,2015-12-21,H,MTL,5,1,W,NA,17,11,6,W 2,19,10,1,3,0,36,8,1,3,0,17113.0,152.0
NSH,2016.0,35,2015-12-26,H,DET,2,3,L,NA,17,12,6,L 1,26,6,0,3,0,23,4,1,3,0,17208.0,146.0
NSH,2016.0,36,2015-12-28,H,NYR,5,3,W,NA,18,12,6,W 1,35,2,2,2,0,29,4,0,1,0,17317.0,153.0
NSH,2016.0,37,2015-12-29,A,STL,3,4,L,OT,18,12,7,L 1,33,6,0,3,1,25,6,0,3,0,19319.0,163.0
NSH,2016.0,38,2015-12-31,A,DAL,1,5,L,NA,18,13,7,L 2,34,2,0,1,0,32,2,0,1,0,18532.0,152.0
NSH,2016.0,39,2016-01-02,A,CAR,2,1,W,OT,19,13,7,W 1,21,6,0,4,1,28,6,0,3,0,12149.0,156.0
NSH,2016.0,40,2016-01-05,H,WPG,1,4,L,NA,19,14,7,L 1,44,6,0,4,0,18,8,2,3,0,17113.0,145.0
NSH,2016.0,41,2016-01-08,A,COL,3,5,L,NA,19,15,7,L 2,22,12,1,3,0,27,6,2,6,0,17680.0,150.0
NSH,2016.0,42,2016-01-09,A,ARI,0,4,L,NA,19,16,7,L 3,26,6,0,3,0,29,8,1,2,0,12345.0,147.0
NSH,2016.0,43,2016-01-12,A,CHI,2,3,L,NA,19,17,7,L 4,43,10,1,5,0,23,12,0,4,0,21618.0,148.0
NSH,2016.0,44,2016-01-14,A,WPG,4,5,L,OT,19,17,8,L 5,35,21,1,2,0,24,15,1,5,0,15294.0,158.0
NSH,2016.0,45,2016-01-16,H,MIN,3,0,W,NA,20,17,8,W 1,25,6,1,2,0,29,4,0,3,0,17302.0,149.0
NSH,2016.0,46,2016-01-19,H,CHI,1,4,L,NA,20,18,8,L 1,39,4,0,3,0,27,6,0,2,0,17122.0,144.0
NSH,2016.0,47,2016-01-21,A,WPG,4,1,W,NA,21,18,8,W 1,28,13,1,3,0,27,11,0,4,0,15294.0,144.0
NSH,2016.0,48,2016-01-23,A,EDM,4,1,W,NA,22,18,8,W 2,25,8,1,2,0,24,16,0,3,0,16839.0,151.0
NSH,2016.0,49,2016-01-26,A,VAN,2,1,W,NA,23,18,8,W 3,19,7,0,3,0,29,11,0,2,0,18570.0,137.0
NSH,2016.0,50,2016-01-27,A,CGY,2,1,W,NA,24,18,8,W 4,24,8,1,4,0,27,6,0,4,0,19289.0,150.0
NSH,2016.0,51,2016-02-02,H,STL,0,1,L,NA,24,19,8,L 1,16,6,0,3,0,23,6,0,3,0,16045.0,142.0
NSH,2016.0,52,2016-02-04,H,PHI,3,6,L,NA,24,20,8,L 2,40,6,1,7,0,19,14,1,3,0,17113.0,147.0
NSH,2016.0,53,2016-02-06,H,SJS,6,2,W,NA,25,20,8,W 1,30,15,0,2,1,30,9,2,5,0,17192.0,155.0
NSH,2016.0,54,2016-02-09,H,WSH,3,5,L,NA,25,21,8,L 1,26,6,1,6,0,23,8,1,3,0,17113.0,153.0
NSH,2016.0,55,2016-02-12,A,TBL,3,4,L,OT,25,21,9,L 2,30,4,0,2,0,28,4,1,3,0,19092.0,152.0
NSH,2016.0,56,2016-02-13,A,FLA,5,0,W,NA,26,21,9,W 1,28,16,2,3,1,22,14,0,4,0,15591.0,152.0
NSH,2016.0,57,2016-02-15,H,DAL,2,3,L,OT,26,21,10,L 1,26,14,0,2,0,32,14,0,2,1,17113.0,152.0
NSH,2016.0,58,2016-02-18,H,BOS,2,0,W,NA,27,21,10,W 1,24,8,0,2,0,29,4,0,4,0,17113.0,155.0
NSH,2016.0,59,2016-02-20,H,LAK,1,2,L,OT,27,21,11,L 1,34,4,1,6,0,30,10,0,2,0,17369.0,155.0
NSH,2016.0,60,2016-02-22,A,MTL,2,1,W,SO,28,21,11,W 1,30,2,0,1,0,29,2,0,1,0,21288.0,163.0
NSH,2016.0,61,2016-02-23,A,TOR,3,2,W,NA,29,21,11,W 2,26,8,1,2,0,27,2,1,4,0,18844.0,150.0
NSH,2016.0,62,2016-02-25,A,CHI,3,1,W,NA,30,21,11,W 3,32,4,0,1,0,39,4,0,1,0,22058.0,142.0
NSH,2016.0,63,2016-02-27,H,STL,5,0,W,NA,31,21,11,W 4,29,9,1,5,0,28,17,0,1,0,17379.0,154.0
NSH,2016.0,64,2016-03-01,H,DAL,5,3,W,NA,32,21,11,W 5,34,13,1,4,0,38,15,1,3,0,17113.0,165.0
NSH,2016.0,65,2016-03-03,H,NJD,4,5,L,OT,32,21,12,L 1,34,6,2,2,0,33,4,3,3,0,17113.0,170.0
NSH,2016.0,66,2016-03-05,A,COL,5,2,W,NA,33,21,12,W 1,40,14,0,4,0,36,18,0,3,0,17165.0,152.0
NSH,2016.0,67,2016-03-08,A,WPG,4,2,W,NA,34,21,12,W 2,31,16,0,5,0,23,10,0,4,0,15294.0,150.0
NSH,2016.0,68,2016-03-09,A,CGY,2,3,L,OT,34,21,13,L 1,26,8,0,2,0,34,4,0,3,0,19289.0,149.0
NSH,2016.0,69,2016-03-12,A,VAN,2,4,L,NA,34,22,13,L 2,37,15,0,3,0,28,13,0,4,0,18570.0,144.0
NSH,2016.0,70,2016-03-14,A,EDM,3,2,W,NA,35,22,13,W 1,25,8,0,2,0,30,6,0,3,0,16839.0,153.0
NSH,2016.0,71,2016-03-17,H,NYI,4,2,W,NA,36,22,13,W 2,32,0,1,1,0,22,2,0,0,0,17113.0,146.0
NSH,2016.0,72,2016-03-18,A,WSH,1,4,L,NA,36,23,13,L 1,21,20,1,3,0,29,6,0,5,0,18506.0,148.0
NSH,2016.0,73,2016-03-21,H,LAK,5,2,W,NA,37,23,13,W 1,30,8,1,2,0,30,2,0,4,0,17113.0,150.0
NSH,2016.0,74,2016-03-24,H,VAN,3,2,W,SO,38,23,13,W 2,32,4,0,2,0,25,4,1,2,0,17113.0,155.0
NSH,2016.0,75,2016-03-26,H,CBJ,5,1,W,NA,39,23,13,W 3,48,4,1,3,0,19,8,0,1,0,17113.0,144.0
NSH,2016.0,76,2016-03-28,H,COL,3,4,L,NA,39,24,13,L 1,35,9,0,2,0,27,11,0,1,0,16443.0,154.0
NSH,2016.0,77,2016-03-29,A,DAL,2,5,L,NA,39,25,13,L 2,30,13,1,3,1,25,11,0,4,0,18265.0,156.0
NSH,2016.0,78,2016-03-31,A,PIT,2,5,L,NA,39,26,13,L 3,24,10,0,4,0,41,10,2,4,0,18560.0,146.0
NSH,2016.0,79,2016-04-02,H,SJS,2,3,L,SO,39,26,14,L 4,30,8,0,2,0,40,6,0,3,0,17113.0,160.0
NSH,2016.0,80,2016-04-05,H,COL,4,3,W,NA,40,26,14,W 1,28,11,1,2,0,28,9,0,3,0,17113.0,155.0
NSH,2016.0,81,2016-04-07,H,ARI,3,2,W,OT,41,26,14,W 2,31,6,1,5,0,18,12,0,2,0,17113.0,152.0
NSH,2016.0,82,2016-04-09,A,DAL,2,3,L,NA,41,27,14,L 1,30,8,1,4,0,24,8,1,4,0,18532.0,149.0
NYI,2016.0,1,2015-10-09,H,CHI,2,3,L,OT,0,0,1,L 1,36,6,0,2,0,35,2,1,3,1,15795.0,157.0
NYI,2016.0,2,2015-10-10,A,CHI,1,4,L,NA,0,1,1,L 2,29,24,0,2,1,34,4,1,7,0,21392.0,143.0
NYI,2016.0,3,2015-10-12,H,WPG,4,2,W,NA,1,1,1,W 1,44,10,2,6,0,24,16,1,3,0,11183.0,157.0
NYI,2016.0,4,2015-10-15,H,NSH,4,3,W,NA,2,1,1,W 2,28,6,0,2,0,47,6,0,2,0,10542.0,152.0
NYI,2016.0,5,2015-10-17,H,SJS,6,3,W,NA,3,1,1,W 3,34,2,1,3,0,25,6,0,2,0,11577.0,157.0
NYI,2016.0,6,2015-10-20,A,CBJ,4,0,W,NA,4,1,1,W 4,29,21,0,1,0,37,11,0,6,0,14295.0,148.0
NYI,2016.0,7,2015-10-23,H,BOS,3,5,L,NA,4,2,1,L 1,26,9,1,2,0,26,9,0,3,0,13113.0,165.0
NYI,2016.0,8,2015-10-24,A,STL,3,2,W,OT,5,2,1,W 1,22,10,1,3,0,40,6,0,5,0,19186.0,151.0
NYI,2016.0,9,2015-10-26,H,CGY,4,0,W,NA,6,2,1,W 2,35,6,1,3,0,29,16,0,3,0,11582.0,146.0
NYI,2016.0,10,2015-10-29,H,CAR,2,3,L,OT,6,2,2,L 1,19,4,1,2,0,29,4,0,2,0,11494.0,151.0
NYI,2016.0,11,2015-10-31,A,NJD,2,3,L,SO,6,2,3,L 2,26,8,1,2,1,17,6,0,3,0,11605.0,150.0
NYI,2016.0,12,2015-11-01,H,BUF,1,2,L,NA,6,3,3,L 3,30,0,0,0,0,22,0,0,0,0,11278.0,138.0
NYI,2016.0,13,2015-11-03,H,NJD,2,1,W,NA,7,3,3,W 1,34,10,0,1,0,24,4,1,5,0,12122.0,147.0
NYI,2016.0,14,2015-11-05,A,MTL,1,4,L,NA,7,4,3,L 1,18,4,0,3,0,24,8,1,2,0,21288.0,144.0
NYI,2016.0,15,2015-11-08,H,BOS,1,2,L,NA,7,5,3,L 2,37,8,1,7,0,27,16,1,3,0,13197.0,150.0
NYI,2016.0,16,2015-11-10,A,SJS,4,2,W,NA,8,5,3,W 1,25,6,0,2,0,36,6,0,2,0,16558.0,147.0
NYI,2016.0,17,2015-11-12,A,LAK,1,2,L,NA,8,6,3,L 1,32,6,0,3,0,22,6,1,3,0,18230.0,147.0
NYI,2016.0,18,2015-11-13,A,ANA,4,1,W,NA,9,6,3,W 1,29,13,0,5,0,25,17,1,3,0,17174.0,148.0
NYI,2016.0,19,2015-11-16,H,ARI,5,2,W,NA,10,6,3,W 2,32,6,1,4,0,33,8,1,3,0,11841.0,144.0
NYI,2016.0,20,2015-11-20,H,MTL,3,5,L,NA,10,7,3,L 1,36,4,0,3,0,28,8,0,1,0,15171.0,155.0
NYI,2016.0,21,2015-11-22,A,MTL,2,4,L,NA,10,8,3,L 2,23,18,0,5,0,27,10,3,5,1,21288.0,148.0
NYI,2016.0,22,2015-11-25,H,PHI,3,1,W,NA,11,8,3,W 1,36,20,0,2,1,18,24,1,5,0,13027.0,144.0
NYI,2016.0,23,2015-11-27,A,FLA,2,3,L,SO,11,8,4,L 1,25,6,0,1,0,27,4,0,1,0,14598.0,156.0
NYI,2016.0,24,2015-11-28,A,TBL,3,2,W,NA,12,8,4,W 1,22,18,2,3,0,31,16,0,4,0,19092.0,143.0
NYI,2016.0,25,2015-11-30,H,COL,5,3,W,NA,13,8,4,W 2,28,6,1,3,0,28,6,0,3,0,11585.0,146.0
NYI,2016.0,26,2015-12-02,H,NYR,2,1,W,SO,14,8,4,W 3,37,6,1,2,0,34,6,0,3,0,15795.0,158.0
NYI,2016.0,27,2015-12-04,H,STL,2,1,W,SO,15,8,4,W 4,25,6,0,2,0,32,6,0,2,0,12873.0,154.0
NYI,2016.0,28,2015-12-05,A,OTT,2,3,L,OT,15,8,5,L 1,31,6,1,1,0,29,2,0,3,0,17281.0,157.0
NYI,2016.0,29,2015-12-08,A,PHI,4,3,W,SO,16,8,5,W 1,26,4,1,1,0,46,4,0,2,1,18108.0,163.0
NYI,2016.0,30,2015-12-12,A,CBJ,3,2,W,OT,17,8,5,W 2,19,0,1,3,0,30,6,0,0,0,12342.0,149.0
NYI,2016.0,31,2015-12-13,H,NJD,4,0,W,NA,18,8,5,W 3,30,13,0,4,0,27,25,0,3,0,13259.0,145.0
NYI,2016.0,32,2015-12-15,H,FLA,1,5,L,NA,18,9,5,L 1,34,8,0,4,0,16,10,0,3,1,13656.0,147.0
NYI,2016.0,33,2015-12-17,A,COL,1,2,L,NA,18,10,5,L 2,34,4,1,5,0,30,8,0,2,0,15811.0,143.0
NYI,2016.0,34,2015-12-19,A,ARI,0,1,L,NA,18,11,5,L 3,25,4,0,3,0,29,6,0,2,0,11878.0,143.0
NYI,2016.0,35,2015-12-21,H,ANA,5,2,W,NA,19,11,5,W 1,31,9,0,3,0,29,13,0,1,0,13578.0,146.0
NYI,2016.0,36,2015-12-27,H,TOR,1,3,L,NA,19,12,5,L 1,26,4,0,1,0,38,2,0,2,0,15795.0,140.0
NYI,2016.0,37,2015-12-29,A,TOR,6,3,W,NA,20,12,5,W 1,21,8,0,4,0,33,8,0,4,0,19899.0,152.0
NYI,2016.0,38,2015-12-31,A,BUF,2,1,W,NA,21,12,5,W 2,33,8,1,2,0,43,4,1,4,0,19070.0,147.0
NYI,2016.0,39,2016-01-02,A,PIT,2,5,L,NA,21,13,5,L 1,40,8,0,1,0,43,2,2,4,1,18665.0,148.0
NYI,2016.0,40,2016-01-03,H,DAL,6,5,W,NA,22,13,5,W 1,44,8,2,7,1,41,25,1,4,0,14054.0,156.0
NYI,2016.0,41,2016-01-07,H,WSH,1,4,L,NA,22,14,5,L 1,35,6,0,2,0,38,6,0,2,0,14261.0,142.0
NYI,2016.0,42,2016-01-09,A,PHI,0,4,L,NA,22,15,5,L 2,20,15,0,3,0,31,11,0,5,0,19874.0,145.0
NYI,2016.0,43,2016-01-12,H,CBJ,5,2,W,NA,23,15,5,W 1,33,16,1,8,0,20,16,0,6,0,13115.0,145.0
NYI,2016.0,44,2016-01-14,H,NYR,3,1,W,NA,24,15,5,W 2,32,8,1,2,0,35,8,0,3,0,15795.0,142.0
NYI,2016.0,45,2016-01-17,H,VAN,1,2,L,SO,24,15,6,L 1,48,23,0,3,0,26,10,0,4,0,15795.0,170.0
NYI,2016.0,46,2016-01-22,A,OTT,5,2,W,NA,25,15,6,W 1,34,9,1,4,0,30,13,0,2,0,18305.0,146.0
NYI,2016.0,47,2016-01-25,H,DET,2,4,L,NA,25,16,6,L 1,29,2,0,2,0,26,4,1,1,0,12086.0,141.0
NYI,2016.0,48,2016-02-02,H,MIN,5,3,W,NA,26,16,6,W 1,38,6,1,1,0,43,2,1,4,0,13331.0,159.0
NYI,2016.0,49,2016-02-04,A,WSH,2,3,L,NA,26,17,6,L 1,26,4,0,2,0,23,4,0,2,0,18506.0,143.0
NYI,2016.0,50,2016-02-06,A,DET,1,5,L,NA,26,18,6,L 2,29,8,1,5,0,20,12,1,3,0,20027.0,169.0
NYI,2016.0,51,2016-02-07,H,EDM,8,1,W,NA,27,18,6,W 1,31,18,2,4,0,31,34,0,1,0,14030.0,155.0
NYI,2016.0,52,2016-02-09,A,CBJ,3,2,W,SO,28,18,6,W 2,46,2,1,2,0,31,4,0,1,0,14303.0,171.0
NYI,2016.0,53,2016-02-11,H,LAK,5,2,W,NA,29,18,6,W 3,30,6,1,4,1,30,8,0,3,0,13643.0,149.0
NYI,2016.0,54,2016-02-13,A,CAR,3,6,L,NA,29,19,6,L 1,26,6,1,2,0,31,6,1,2,0,16520.0,140.0
NYI,2016.0,55,2016-02-15,H,DET,4,1,W,NA,30,19,6,W 1,32,8,1,5,0,29,10,0,4,0,15795.0,141.0
NYI,2016.0,56,2016-02-18,H,WSH,2,3,L,OT,30,19,7,L 1,22,14,0,2,0,35,8,1,5,0,15795.0,164.0
NYI,2016.0,57,2016-02-19,A,NJD,1,0,W,NA,31,19,7,W 1,24,2,0,4,0,27,21,0,1,0,16514.0,137.0
NYI,2016.0,58,2016-02-23,A,MIN,4,1,W,NA,32,19,7,W 2,31,10,2,3,1,31,6,0,5,0,19085.0,153.0
NYI,2016.0,59,2016-02-25,A,CGY,2,1,W,OT,33,19,7,W 3,34,19,0,2,0,32,19,0,2,0,19289.0,154.0
NYI,2016.0,60,2016-02-28,A,EDM,1,3,L,NA,33,20,7,L 1,37,0,0,4,0,26,8,0,1,0,16839.0,143.0
NYI,2016.0,61,2016-03-01,A,VAN,3,2,W,NA,34,20,7,W 1,24,12,0,1,0,33,12,1,2,0,18264.0,149.0
NYI,2016.0,62,2016-03-03,A,WPG,4,3,W,OT,35,20,7,W 2,27,8,0,4,0,29,8,1,4,0,15294.0,152.0
NYI,2016.0,63,2016-03-06,A,NYR,6,4,W,NA,36,20,7,W 3,32,6,1,3,0,26,6,1,3,0,18006.0,148.0
NYI,2016.0,64,2016-03-08,H,PIT,2,1,W,NA,37,20,7,W 4,27,8,2,4,0,35,10,0,3,0,14724.0,154.0
NYI,2016.0,65,2016-03-09,A,TOR,3,4,L,SO,37,20,8,L 1,27,10,0,1,0,36,4,2,4,0,18889.0,169.0
NYI,2016.0,66,2016-03-12,A,BOS,1,3,L,NA,37,21,8,L 2,26,4,0,0,0,31,2,1,1,0,17565.0,147.0
NYI,2016.0,67,2016-03-14,H,FLA,3,2,W,NA,38,21,8,W 1,28,11,0,2,0,25,21,1,2,0,14106.0,138.0
NYI,2016.0,68,2016-03-15,A,PIT,1,2,L,SO,38,21,9,L 1,26,8,1,3,0,34,8,0,3,0,18456.0,161.0
NYI,2016.0,69,2016-03-17,A,NSH,2,4,L,NA,38,22,9,L 2,22,2,0,0,0,32,0,1,1,0,17113.0,146.0
NYI,2016.0,70,2016-03-19,A,DAL,0,3,L,NA,38,23,9,L 3,27,8,0,1,0,36,4,0,3,0,18532.0,141.0
NYI,2016.0,71,2016-03-21,H,PHI,1,4,L,NA,38,24,9,L 4,24,8,0,3,0,27,6,0,4,0,14329.0,143.0
NYI,2016.0,72,2016-03-23,H,OTT,3,1,W,NA,39,24,9,W 1,23,2,0,3,0,23,4,0,1,0,13837.0,147.0
NYI,2016.0,73,2016-03-25,A,TBL,4,7,L,NA,39,25,9,L 1,31,14,0,3,0,42,16,0,3,0,19092.0,157.0
NYI,2016.0,74,2016-03-26,A,CAR,4,3,W,OT,40,25,9,W 1,31,2,0,2,0,36,2,0,1,0,11636.0,149.0
NYI,2016.0,75,2016-03-29,H,CAR,2,1,W,SO,41,25,9,W 2,31,2,1,3,0,27,6,0,1,0,13733.0,155.0
NYI,2016.0,76,2016-03-31,H,CBJ,4,3,W,NA,42,25,9,W 3,27,13,1,2,0,24,11,1,3,0,13857.0,150.0
NYI,2016.0,77,2016-04-02,H,PIT,0,5,L,NA,42,26,9,L 1,24,19,0,5,0,33,23,2,3,1,15795.0,156.0
NYI,2016.0,78,2016-04-04,H,TBL,5,2,W,NA,43,26,9,W 1,36,15,1,2,0,34,11,0,4,0,13106.0,145.0
NYI,2016.0,79,2016-04-05,A,WSH,4,3,W,OT,44,26,9,W 2,27,11,0,2,0,32,13,0,1,0,18506.0,153.0
NYI,2016.0,80,2016-04-07,A,NYR,4,1,W,NA,45,26,9,W 3,23,10,1,3,0,37,8,0,4,0,18006.0,140.0
NYI,2016.0,81,2016-04-09,H,BUF,3,4,L,OT,45,26,10,L 1,24,4,0,1,1,26,0,0,2,0,14811.0,149.0
NYI,2016.0,82,2016-04-10,H,PHI,2,5,L,NA,45,27,10,L 2,17,8,0,4,0,27,6,3,4,0,14244.0,138.0
